BWTID,TOTALVOLTAGE,TOTALCURRENT,SOC,MAXVOLTAGE,MAXVOLTAGEBOXNUM,MAXVOLTAGEBATTERYNUM,MINVOLTAGE,MINVOLTAGEBOXNUM,MINVOLTAGEBATTERYNUM,ABVOLTAGE,NORMALVOLTAGE,MAXTEMPERATURE,MAXTEMPERATUREBOXNUM,MAXTEMPERATUREBATTERYNUM,MINTEMPERATURE,MINTEMPERATUREBOXNUM,MINTEMPERATUREBATTERYNUM,ABTEMPERATURE,NORMALTEMPERATURE,RECEIVETIME,TIME_DIFF,YEAR,MONTH,DAY,HOUR
10001737,551.3,6.9,53,3.286,3,14,3.276,7,9,0.01,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:54:06,0.0003587963,2015,5,5,22
10001737,551.3,7,53,3.286,3,14,3.276,7,13,0.01,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:54:37,0.0003587963,2015,5,5,22
10001737,551.3,7,53,3.285,3,18,3.276,7,9,0.009,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:55:08,0.0003587963,2015,5,5,22
10001737,551.3,7,53,3.286,3,14,3.276,7,9,0.01,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:55:39,0.0003587963,2015,5,5,22
10001737,551.3,7.1,53,3.286,3,15,3.276,7,9,0.01,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:56:10,0.0003587963,2015,5,5,22
10001737,551.3,7.2,53,3.285,3,15,3.276,7,9,0.009,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:56:42,0.0003703704,2015,5,5,22
10001737,551.3,7.1,53,3.285,3,15,3.276,7,9,0.009,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:57:12,0.0003472222,2015,5,5,22
10001737,551.3,7.2,53,3.285,3,16,3.277,7,9,0.008,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:57:43,0.0003587963,2015,5,5,22
10001737,551.3,7.2,53,3.286,3,15,3.277,7,9,0.009,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:58:14,0.0003587963,2015,5,5,22
10001737,551.3,7.2,53,3.286,3,15,3.277,7,9,0.009,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:58:45,0.0003587963,2015,5,5,22
10001737,551.4,7.2,53,3.286,3,16,3.277,7,9,0.009,3.282,32,1,1,27,3,1,5,28,2015/5/5 22:59:16,0.0003587963,2015,5,5,22
10001737,551.3,7.2,53,3.286,3,19,3.277,7,9,0.009,3.281,32,1,1,27,3,1,5,28,2015/5/5 22:59:47,0.0003587963,2015,5,5,22
10001737,551.3,7.2,53,3.286,3,14,3.277,7,9,0.009,3.281,32,1,1,27,3,1,5,28,2015/5/5 23:00:18,0.0003587963,2015,5,5,23
10001737,551.4,7.2,53,3.286,3,19,3.277,7,9,0.009,3.282,32,1,1,27,3,1,5,28,2015/5/5 23:00:49,0.0003587963,2015,5,5,23
10001737,551.4,7.2,53,3.286,3,18,3.277,7,9,0.009,3.282,32,1,1,27,3,1,5,28,2015/5/5 23:01:20,0.0003587963,2015,5,5,23
10001737,558.7,-93.6,53,3.339,3,17,3.318,7,9,0.021,3.325,32,1,1,27,3,1,5,28,2015/5/5 23:01:51,0.0003587963,2015,5,5,23
10001737,559.7,-93.7,53,3.346,3,17,3.324,7,9,0.022,3.331,32,1,1,27,3,1,5,28,2015/5/5 23:02:22,0.0003587963,2015,5,5,23
10001737,560.2,-93.7,54,3.349,3,17,3.327,1,1,0.022,3.334,32,1,1,27,3,1,5,28,2015/5/5 23:02:53,0.0003587963,2015,5,5,23
10001737,560.6,-93.7,54,3.351,3,17,3.33,1,1,0.021,3.336,32,1,1,27,3,1,5,28,2015/5/5 23:03:24,0.0003587963,2015,5,5,23
10001737,560.9,-93.7,54,3.354,3,17,3.331,7,9,0.023,3.338,32,1,1,27,3,1,5,28,2015/5/5 23:03:55,0.0003587963,2015,5,5,23
10001737,561.1,-93.7,54,3.354,3,17,3.333,1,1,0.021,3.339,32,1,1,27,3,1,5,29,2015/5/5 23:04:26,0.0003587963,2015,5,5,23
10001737,561.3,-93.7,54,3.356,3,17,3.334,1,1,0.022,3.341,32,1,1,27,4,1,5,29,2015/5/5 23:04:57,0.0003587963,2015,5,5,23
10001737,561.5,-93.7,54,3.357,3,17,3.336,1,1,0.021,3.342,32,1,1,27,5,1,5,29,2015/5/5 23:05:28,0.0003587963,2015,5,5,23
10001737,561.7,-93.6,54,3.358,3,21,3.336,7,9,0.022,3.343,32,1,1,27,5,1,5,29,2015/5/5 23:05:59,0.0003587963,2015,5,5,23
10001737,561.8,-93.5,54,3.359,3,17,3.337,1,1,0.022,3.344,32,1,1,27,6,1,5,29,2015/5/5 23:06:30,0.0003587963,2015,5,5,23
10001737,562,-93.5,55,3.36,3,17,3.339,1,1,0.021,3.345,32,1,1,27,6,1,5,29,2015/5/5 23:07:01,0.0003587963,2015,5,5,23
10001737,562.1,-93.4,55,3.36,3,21,3.339,1,1,0.021,3.345,32,1,1,27,6,1,5,29,2015/5/5 23:07:32,0.0003587963,2015,5,5,23
10001737,562.2,-93.4,55,3.361,3,21,3.34,1,1,0.021,3.346,32,1,1,27,6,1,5,29,2015/5/5 23:08:03,0.0003587963,2015,5,5,23
10001737,562.4,-93.4,55,3.363,3,21,3.34,1,1,0.023,3.347,32,1,1,27,6,1,5,29,2015/5/5 23:08:34,0.0003587963,2015,5,5,23
10001737,562.5,-93.3,55,3.363,3,17,3.342,1,1,0.021,3.348,33,1,1,27,6,1,6,29,2015/5/5 23:09:05,0.0003587963,2015,5,5,23
10001737,562.6,-93.2,56,3.364,3,21,3.342,1,1,0.022,3.348,34,1,1,28,6,1,6,30,2015/5/5 23:09:36,0.0003587963,2015,5,5,23
10001737,562.7,-93.2,56,3.364,3,21,3.342,1,1,0.022,3.349,34,1,1,29,3,1,5,30,2015/5/5 23:10:07,0.0003587963,2015,5,5,23
10001737,562.8,-93.1,56,3.366,3,21,3.343,1,1,0.023,3.35,34,1,1,29,3,1,5,30,2015/5/5 23:10:38,0.0003587963,2015,5,5,23
10001737,562.9,-93,56,3.366,3,21,3.344,1,1,0.022,3.35,34,1,1,29,3,1,5,30,2015/5/5 23:11:10,0.0003703704,2015,5,5,23
10001737,563.1,-92.8,56,3.366,3,17,3.345,1,1,0.021,3.351,34,1,1,29,3,1,5,30,2015/5/5 23:11:40,0.0003472222,2015,5,5,23
10001737,563.1,-92.8,56,3.367,3,21,3.345,1,1,0.022,3.351,34,1,1,29,3,1,5,30,2015/5/5 23:12:11,0.0003587963,2015,5,5,23
10001737,563.2,-92.8,56,3.368,3,21,3.346,1,1,0.022,3.352,34,1,1,29,3,1,5,30,2015/5/5 23:12:42,0.0003587963,2015,5,5,23
10001737,563.3,-92.7,56,3.369,3,17,3.346,1,1,0.023,3.352,34,1,1,29,3,1,5,30,2015/5/5 23:13:13,0.0003587963,2015,5,5,23
10001737,563.4,-92.5,57,3.369,3,21,3.347,1,1,0.022,3.353,34,1,1,29,3,1,5,30,2015/5/5 23:13:44,0.0003587963,2015,5,5,23
10001737,563.6,-92.5,57,3.37,3,21,3.348,1,1,0.022,3.354,34,1,1,29,3,1,5,30,2015/5/5 23:14:15,0.0003587963,2015,5,5,23
10001737,563.6,-92.5,57,3.371,3,21,3.348,1,1,0.023,3.354,34,1,1,29,3,1,5,30,2015/5/5 23:14:46,0.0003587963,2015,5,5,23
10001737,563.7,-92.5,57,3.372,3,21,3.349,1,1,0.023,3.355,34,1,1,29,3,1,5,30,2015/5/5 23:15:17,0.0003587963,2015,5,5,23
10001737,563.8,-92.2,57,3.372,3,17,3.349,1,1,0.023,3.355,34,1,1,29,3,1,5,30,2015/5/5 23:15:48,0.0003587963,2015,5,5,23
10001737,564,-92.1,58,3.372,3,17,3.349,1,1,0.023,3.357,34,1,1,29,3,1,5,30,2015/5/5 23:16:19,0.0003587963,2015,5,5,23
10001737,564,-91.8,58,3.373,3,21,3.35,1,1,0.023,3.357,34,1,1,29,3,1,5,30,2015/5/5 23:16:50,0.0003587963,2015,5,5,23
10001737,564.1,-91.5,58,3.374,3,21,3.351,1,1,0.023,3.357,34,1,1,29,3,1,5,30,2015/5/5 23:17:22,0.0003703704,2015,5,5,23
10001737,564.2,-91.4,58,3.375,3,21,3.351,1,1,0.024,3.358,34,1,1,29,3,1,5,30,2015/5/5 23:17:53,0.0003587963,2015,5,5,23
10001737,564.3,-91.3,58,3.375,3,21,3.352,1,1,0.023,3.358,34,1,1,29,3,1,5,30,2015/5/5 23:18:23,0.0003472222,2015,5,5,23
10001737,564.4,-91.2,58,3.376,3,21,3.352,1,1,0.024,3.359,34,1,1,29,3,1,5,30,2015/5/5 23:18:54,0.0003587963,2015,5,5,23
10001737,564.5,-91.3,58,3.377,3,21,3.352,1,1,0.025,3.36,34,1,1,29,4,1,5,30,2015/5/5 23:19:25,0.0003587963,2015,5,5,23
10001737,564.6,-91.2,58,3.378,3,21,3.354,1,1,0.024,3.36,34,1,1,29,4,1,5,30,2015/5/5 23:19:56,0.0003587963,2015,5,5,23
10001737,564.7,-91,59,3.378,3,21,3.354,1,1,0.024,3.361,34,1,1,29,4,1,5,30,2015/5/5 23:20:27,0.0003587963,2015,5,5,23
10001737,564.8,-90.9,59,3.379,3,17,3.354,1,1,0.025,3.361,34,1,1,29,4,1,5,30,2015/5/5 23:20:58,0.0003587963,2015,5,5,23
10001737,564.9,-90.6,59,3.379,3,21,3.354,9,9,0.025,3.362,34,1,1,29,5,1,5,30,2015/5/5 23:21:29,0.0003587963,2015,5,5,23
10001737,565,-90.4,59,3.379,3,21,3.355,1,7,0.024,3.363,34,1,1,29,5,1,5,30,2015/5/5 23:22:00,0.0003587963,2015,5,5,23
10001737,565.1,-90.2,59,3.381,3,21,3.356,1,7,0.025,3.363,34,1,1,29,5,1,5,30,2015/5/5 23:22:31,0.0003587963,2015,5,5,23
10001737,565.2,-90,59,3.381,3,21,3.356,1,7,0.025,3.364,34,1,1,29,5,1,5,30,2015/5/5 23:23:03,0.0003703704,2015,5,5,23
10001737,565.3,-89.6,60,3.382,3,17,3.357,1,1,0.025,3.364,34,1,1,29,5,1,5,30,2015/5/5 23:23:33,0.0003472222,2015,5,5,23
10001737,565.4,-89.2,60,3.382,3,21,3.357,1,7,0.025,3.365,34,1,1,29,5,1,5,30,2015/5/5 23:24:04,0.0003587963,2015,5,5,23
10001737,565.5,-89.1,60,3.384,3,21,3.357,1,7,0.027,3.366,34,1,1,29,5,1,5,30,2015/5/5 23:24:35,0.0003587963,2015,5,5,23
10001737,565.6,-88.4,60,3.385,3,21,3.357,1,7,0.028,3.366,35,1,1,29,6,1,6,30,2015/5/5 23:25:06,0.0003587963,2015,5,5,23
10001737,565.8,-88,60,3.386,3,21,3.357,1,7,0.029,3.367,35,1,1,29,6,1,6,30,2015/5/5 23:25:38,0.0003703704,2015,5,5,23
10001737,565.9,-87.5,60,3.387,3,21,3.358,1,7,0.029,3.368,35,1,1,29,6,1,6,30,2015/5/5 23:26:08,0.0003472222,2015,5,5,23
10001737,566.1,-87.1,60,3.388,3,21,3.358,1,7,0.03,3.369,35,1,1,29,6,1,6,30,2015/5/5 23:26:39,0.0003587963,2015,5,5,23
10001737,566.2,-86.7,60,3.389,3,21,3.358,1,7,0.031,3.37,35,1,1,29,6,1,6,30,2015/5/5 23:27:10,0.0003587963,2015,5,5,23
10001737,566.3,-86.1,61,3.39,3,21,3.36,1,7,0.03,3.37,35,1,1,29,6,1,6,30,2015/5/5 23:27:41,0.0003587963,2015,5,5,23
10001737,566.5,-85.5,61,3.391,3,21,3.36,1,7,0.031,3.372,35,1,1,29,6,1,6,30,2015/5/5 23:28:12,0.0003587963,2015,5,5,23
10001737,566.6,-84.9,61,3.393,3,21,3.36,1,7,0.033,3.372,35,1,1,29,6,1,6,30,2015/5/5 23:28:43,0.0003587963,2015,5,5,23
10001737,566.8,-84.7,61,3.394,3,21,3.36,1,7,0.034,3.373,35,1,1,29,6,1,6,30,2015/5/5 23:29:14,0.0003587963,2015,5,5,23
10001737,567,-84.3,61,3.396,8,4,3.361,1,7,0.035,3.375,35,1,1,29,6,1,6,30,2015/5/5 23:29:45,0.0003587963,2015,5,5,23
10001737,567.2,-83.8,62,3.397,8,4,3.362,1,7,0.035,3.376,35,1,1,29,6,1,6,30,2015/5/5 23:30:16,0.0003587963,2015,5,5,23
10001737,567.4,-83.4,62,3.398,8,4,3.361,1,7,0.037,3.377,35,1,1,29,6,1,6,30,2015/5/5 23:30:47,0.0003587963,2015,5,5,23
10001737,567.6,-82.3,62,3.399,3,21,3.363,1,7,0.036,3.378,35,1,1,29,6,1,6,30,2015/5/5 23:31:18,0.0003587963,2015,5,5,23
10001737,567.8,-83.8,62,3.401,3,21,3.363,1,7,0.038,3.379,35,1,1,29,6,1,6,30,2015/5/5 23:31:49,0.0003587963,2015,5,5,23
10001737,568,-82.9,62,3.402,3,21,3.363,1,7,0.039,3.38,35,1,1,29,6,1,6,31,2015/5/5 23:32:20,0.0003587963,2015,5,5,23
10001737,568.2,-83.5,62,3.403,8,4,3.364,1,7,0.039,3.382,35,1,1,29,6,1,6,31,2015/5/5 23:32:51,0.0003587963,2015,5,5,23
10001737,568.4,-83.6,62,3.404,3,21,3.365,1,7,0.039,3.383,35,1,1,29,6,1,6,31,2015/5/5 23:33:22,0.0003587963,2015,5,5,23
10001737,568.6,-84.4,62,3.405,3,21,3.366,1,7,0.039,3.384,35,1,1,29,6,1,6,31,2015/5/5 23:33:54,0.0003703704,2015,5,5,23
10001737,568.8,-85.5,62,3.406,3,21,3.366,1,7,0.04,3.385,35,1,1,29,7,1,6,31,2015/5/5 23:34:24,0.0003472222,2015,5,5,23
10001737,569,-85.1,63,3.405,3,21,3.367,1,7,0.038,3.386,35,1,1,30,3,1,5,31,2015/5/5 23:34:55,0.0003587963,2015,5,5,23
10001737,569.1,-84.6,63,3.406,3,21,3.368,1,7,0.038,3.387,35,1,1,30,3,1,5,31,2015/5/5 23:35:26,0.0003587963,2015,5,5,23
10001737,569.2,-84.2,63,3.407,3,21,3.369,1,7,0.038,3.388,35,1,1,30,3,1,5,31,2015/5/5 23:35:57,0.0003587963,2015,5,5,23
10001737,569.4,-82.9,63,3.407,3,21,3.369,1,7,0.038,3.389,35,1,1,30,3,1,5,31,2015/5/5 23:36:28,0.0003587963,2015,5,5,23
10001737,569.5,-79.9,63,3.408,7,4,3.37,1,7,0.038,3.389,35,1,1,30,3,1,5,31,2015/5/5 23:37:01,0.0003819444,2015,5,5,23
10001737,569.6,-81.4,63,3.408,3,21,3.371,1,7,0.037,3.39,35,1,1,30,3,1,5,31,2015/5/5 23:37:30,0.0003356481,2015,5,5,23
10001737,569.7,-82.5,64,3.408,3,21,3.372,1,7,0.036,3.391,35,1,1,30,3,1,5,31,2015/5/5 23:38:01,0.0003587963,2015,5,5,23
10001737,569.7,-82.3,64,3.408,3,17,3.373,1,7,0.035,3.391,35,1,1,30,3,1,5,31,2015/5/5 23:38:32,0.0003587963,2015,5,5,23
10001737,569.8,-81.1,64,3.408,3,17,3.375,1,7,0.033,3.391,35,1,1,30,3,1,5,31,2015/5/5 23:39:04,0.0003703704,2015,5,5,23
10001737,569.8,-81.4,64,3.408,3,21,3.375,1,7,0.033,3.391,35,1,1,30,3,1,5,31,2015/5/5 23:39:34,0.0003472222,2015,5,5,23
10001737,569.9,-82,64,3.408,3,21,3.376,1,7,0.032,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:40:06,0.0003703704,2015,5,5,23
10001737,569.9,-81.7,64,3.408,3,17,3.377,1,7,0.031,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:40:36,0.0003472222,2015,5,5,23
10001737,569.9,-82.4,64,3.408,3,17,3.378,1,7,0.03,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:41:07,0.0003587963,2015,5,5,23
10001737,569.9,-82.4,64,3.408,3,17,3.379,1,7,0.029,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:41:38,0.0003587963,2015,5,5,23
10001737,570,-83.4,64,3.408,3,17,3.381,1,7,0.027,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:42:10,0.0003703704,2015,5,5,23
10001737,570,-83.7,65,3.408,3,21,3.381,1,7,0.027,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:42:40,0.0003472222,2015,5,5,23
10001737,570,-83.5,65,3.409,3,17,3.382,1,7,0.027,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:43:11,0.0003587963,2015,5,5,23
10001737,570,-82.7,65,3.408,3,17,3.384,1,7,0.024,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:43:42,0.0003587963,2015,5,5,23
10001737,570,-82.7,65,3.408,3,17,3.384,1,7,0.024,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:44:13,0.0003587963,2015,5,5,23
10001737,570,-82.4,65,3.408,3,17,3.384,1,1,0.024,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:44:44,0.0003587963,2015,5,5,23
10001737,570,-82.5,65,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:45:15,0.0003587963,2015,5,5,23
10001737,570,-82.1,66,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:45:46,0.0003587963,2015,5,5,23
10001737,570,-81.9,66,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:46:18,0.0003703704,2015,5,5,23
10001737,570,-81.6,66,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:46:48,0.0003472222,2015,5,5,23
10001737,570,-82.8,66,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:47:20,0.0003703704,2015,5,5,23
10001737,570,-82.9,66,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:47:50,0.0003472222,2015,5,5,23
10001737,570,-82.8,66,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:48:21,0.0003587963,2015,5,5,23
10001737,570,-83.1,66,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:48:52,0.0003587963,2015,5,5,23
10001737,570,-82.8,66,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:49:23,0.0003587963,2015,5,5,23
10001737,570,-82.3,66,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:49:54,0.0003587963,2015,5,5,23
10001737,570,-82.7,67,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:50:26,0.0003703704,2015,5,5,23
10001737,570,-82.5,67,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:50:56,0.0003472222,2015,5,5,23
10001737,570,-82.3,67,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:51:27,0.0003587963,2015,5,5,23
10001737,570,-82.3,67,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:51:58,0.0003587963,2015,5,5,23
10001737,570,-83.1,67,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:52:29,0.0003587963,2015,5,5,23
10001737,570,-83.1,68,3.409,3,17,3.385,1,1,0.024,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:53:00,0.0003587963,2015,5,5,23
10001737,570,-82.7,68,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:53:31,0.0003587963,2015,5,5,23
10001737,570,-82.5,68,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:54:02,0.0003587963,2015,5,5,23
10001737,570,-82.4,68,3.408,3,17,3.385,1,1,0.023,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:54:33,0.0003587963,2015,5,5,23
10001737,570,-82,68,3.409,4,4,3.385,1,1,0.024,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:55:04,0.0003587963,2015,5,5,23
10001737,570.1,-81.7,68,3.408,3,17,3.385,1,1,0.023,3.393,35,1,1,30,3,1,5,31,2015/5/5 23:55:35,0.0003587963,2015,5,5,23
10001737,570.1,-81,68,3.408,3,17,3.385,1,1,0.023,3.393,35,1,1,30,3,1,5,31,2015/5/5 23:56:06,0.0003587963,2015,5,5,23
10001737,570,-81.7,68,3.409,7,4,3.385,1,1,0.024,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:56:37,0.0003587963,2015,5,5,23
10001737,570.1,-82,68,3.408,7,4,3.385,1,1,0.023,3.393,35,1,1,30,3,1,5,31,2015/5/5 23:57:08,0.0003587963,2015,5,5,23
10001737,570,-81.9,69,3.409,3,17,3.385,1,1,0.024,3.392,35,1,1,30,3,1,5,31,2015/5/5 23:57:40,0.0003703704,2015,5,5,23
10001737,570.1,-82.1,69,3.409,3,17,3.385,1,1,0.024,3.393,35,1,1,30,3,1,5,31,2015/5/5 23:58:12,0.0003703704,2015,5,5,23
10001737,570.1,-81.5,69,3.409,3,21,3.385,1,1,0.024,3.393,35,1,1,30,3,1,5,31,2015/5/5 23:58:43,0.0003587963,2015,5,5,23
10001737,570.1,-81.8,69,3.409,3,21,3.385,1,1,0.024,3.393,35,1,1,30,3,1,5,31,2015/5/5 23:59:12,0.0003356481,2015,5,5,23
10001737,570.1,-81.9,69,3.409,3,21,3.385,1,1,0.024,3.393,35,1,1,30,3,1,5,31,2015/5/5 23:59:43,0.0003587963,2015,5,5,23
10001737,570.1,-82.3,69,3.408,3,21,3.385,1,1,0.023,3.393,35,1,1,30,3,1,5,31,2015/5/6 0:00:15,0.0003703704,2015,5,6,0
10001737,570.1,-82.6,70,3.409,3,21,3.385,1,1,0.024,3.393,35,1,1,30,3,1,5,31,2015/5/6 0:00:45,0.0003472222,2015,5,6,0
10001737,570.1,-83.6,70,3.409,3,21,3.386,1,1,0.023,3.393,35,1,1,30,3,1,5,31,2015/5/6 0:01:16,0.0003587963,2015,5,6,0
10001737,570.1,-84,70,3.409,3,21,3.385,1,1,0.024,3.393,35,1,1,30,3,1,5,31,2015/5/6 0:01:47,0.0003587963,2015,5,6,0
10001737,570.1,-84.1,70,3.409,3,21,3.385,1,1,0.024,3.393,35,1,1,30,3,1,5,31,2015/5/6 0:02:18,0.0003587963,2015,5,6,0
10001737,570.1,-84.1,70,3.409,3,17,3.386,1,1,0.023,3.393,35,1,1,30,3,1,5,31,2015/5/6 0:02:49,0.0003587963,2015,5,6,0
10001737,570.1,-84.2,70,3.409,3,21,3.385,1,1,0.024,3.393,35,1,1,30,3,1,5,31,2015/5/6 0:03:20,0.0003587963,2015,5,6,0
10001737,570.1,-84.5,70,3.409,3,17,3.385,1,1,0.024,3.393,35,1,1,30,3,1,5,31,2015/5/6 0:03:51,0.0003587963,2015,5,6,0
10001737,570.1,-84.7,70,3.409,3,17,3.386,1,1,0.023,3.393,35,1,1,30,3,1,5,31,2015/5/6 0:04:23,0.0003703704,2015,5,6,0
10001737,570.1,-85.1,70,3.409,3,21,3.387,1,1,0.022,3.393,35,1,1,30,3,1,5,31,2015/5/6 0:04:53,0.0003472222,2015,5,6,0
10001737,570.2,-85.3,71,3.409,3,21,3.386,1,1,0.023,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:05:24,0.0003587963,2015,5,6,0
10001737,570.2,-85.5,71,3.409,3,21,3.387,1,1,0.022,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:05:55,0.0003587963,2015,5,6,0
10001737,570.2,-85.6,71,3.409,3,17,3.386,1,1,0.023,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:06:26,0.0003587963,2015,5,6,0
10001737,570.2,-85.8,71,3.41,3,17,3.386,1,1,0.024,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:06:59,0.0003819444,2015,5,6,0
10001737,570.2,-85.9,71,3.41,3,21,3.385,1,1,0.025,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:07:28,0.0003356481,2015,5,6,0
10001737,570.2,-85.9,72,3.41,7,4,3.386,1,1,0.024,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:07:59,0.0003587963,2015,5,6,0
10001737,570.2,-85.9,72,3.41,3,17,3.386,1,1,0.024,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:08:30,0.0003587963,2015,5,6,0
10001737,570.2,-86.1,72,3.41,7,4,3.387,1,1,0.023,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:09:01,0.0003587963,2015,5,6,0
10001737,570.3,-86.2,72,3.41,7,4,3.387,1,1,0.023,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:09:32,0.0003587963,2015,5,6,0
10001737,570.3,-86.2,72,3.41,3,21,3.386,1,1,0.024,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:10:03,0.0003587963,2015,5,6,0
10001737,570.3,-86.2,72,3.409,3,21,3.387,1,1,0.022,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:10:34,0.0003587963,2015,5,6,0
10001737,570.3,-86.2,72,3.411,3,17,3.387,1,1,0.024,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:11:05,0.0003587963,2015,5,6,0
10001737,570.3,-86.8,72,3.411,3,21,3.387,1,1,0.024,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:11:36,0.0003587963,2015,5,6,0
10001737,570.3,-87.3,72,3.411,3,21,3.387,1,1,0.024,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:12:07,0.0003587963,2015,5,6,0
10001737,570.3,-87.4,73,3.411,3,21,3.387,1,1,0.024,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:12:38,0.0003587963,2015,5,6,0
10001737,570.3,-87.4,73,3.411,3,21,3.387,1,1,0.024,3.394,35,1,1,30,3,1,5,31,2015/5/6 0:13:09,0.0003587963,2015,5,6,0
10001737,570.4,-87.4,73,3.411,3,21,3.387,1,1,0.024,3.395,35,1,1,30,3,1,5,31,2015/5/6 0:13:40,0.0003587963,2015,5,6,0
10001737,570.4,-87.3,73,3.411,3,21,3.387,1,1,0.024,3.395,35,1,1,30,3,1,5,31,2015/5/6 0:14:11,0.0003587963,2015,5,6,0
10001737,570.4,-87.2,73,3.411,3,21,3.387,1,1,0.024,3.395,35,1,1,30,3,1,5,31,2015/5/6 0:14:42,0.0003587963,2015,5,6,0
10001737,570.4,-87.1,74,3.411,3,21,3.387,1,1,0.024,3.395,35,1,1,30,3,1,5,31,2015/5/6 0:15:14,0.0003703704,2015,5,6,0
10001737,570.4,-87,74,3.411,3,21,3.387,1,1,0.024,3.395,35,1,1,30,3,1,5,31,2015/5/6 0:15:44,0.0003472222,2015,5,6,0
10001737,570.4,-86.8,74,3.411,3,17,3.387,1,1,0.024,3.395,35,1,1,30,3,1,5,31,2015/5/6 0:16:15,0.0003587963,2015,5,6,0
10001737,570.4,-86.7,74,3.411,3,21,3.387,1,1,0.024,3.395,35,1,1,30,3,1,5,31,2015/5/6 0:16:46,0.0003587963,2015,5,6,0
10001737,570.4,-86.5,74,3.411,3,21,3.387,1,1,0.024,3.395,35,1,1,30,3,1,5,31,2015/5/6 0:17:17,0.0003587963,2015,5,6,0
10001737,570.5,-86.2,74,3.411,3,17,3.388,1,1,0.023,3.395,35,1,1,30,3,1,5,31,2015/5/6 0:17:48,0.0003587963,2015,5,6,0
10001737,570.5,-86.7,74,3.411,3,17,3.388,1,1,0.023,3.395,35,1,1,30,3,1,5,31,2015/5/6 0:18:19,0.0003587963,2015,5,6,0
